Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 D.COARL2.39.16,F12,M9,thirty nine,39,DW,61.85,A,0.5,
 D.COARL2.39.17,F12,M9,thirty nine,39,DW,71.18,E,0.5,
 D.COARL2.39.18,F12,M9,thirty nine,39,DW,74.63,G,0.5,
 D.COARL2.39.19,F12,M9,thirty nine,39,DW,69.81,E,0.5,
 D.COARL2.39.20,F12,M9,thirty nine,39,DW,75.11,B,0.5,
 D.COARL2.39.21,F12,M9,thirty nine,39,DW,71.91,D,0.5,
 D.COARL2.39.22,F12,M9,thirty nine,39,DW,71.37,B,0.5,
 D.COARL2.39.23,F12,M9,thirty nine,39,DW,74.42,B,0.5,
 D.COARL2.39.24,F12,M9,thirty nine,39,DW,70.46,D,0.5,
 D.COARL2.39.25,F12,M9,thirty nine,39,DW,70.55,B,0.5,
 D.COARL2.39.26,F12,M9,thirty nine,39,DW,67.71,A,0.5,
 D.COARL2.39.27,F12,M9,thirty nine,39,DW,71.87,E,0.5,
 D.COARL2.39.28,F12,M9,thirty nine,39,DW,71.41,B,0.5,
 D.COARL2.39.29,F12,M9,thirty nine,39,DW,72.92,E,0.5,
 D.COARL2.39.30,F12,M9,thirty nine,39,DW,74.97,B,0.5,
 D.COARL2.40.01,F12,M10,forty,40,DW,71.89,A,0.5,
 D.COARL2.40.02,F12,M10,forty,40,DW,66.39,B,0.5,
 D.COARL2.40.03,F12,M10,forty,40,DW,70.92,A,0.5,
 D.COARL2.40.04,F12,M10,forty,40,DW,69.48,B,0.5,
 D.COARL2.40.05,F12,M10,forty,40,DW,70.07,A,0.5,
 D.COARL2.40.06,F12,M10,forty,40,DW,72.1,A,0.5,
 D.COARL2.40.07,F12,M10,forty,40,DW,68.27,E,0.5,
 D.COARL2.40.08,F12,M10,forty,40,DW,71.81,A,0.5,
 D.COARL2.40.09,F12,M10,forty,40,DW,65.98,A,0.5,
 D.COARL2.40.10,F12,M10,forty,40,DW,65.5,A,0.5,
 D.COARL2.40.11,F12,M10,forty,40,DW,72.96,A,0.5,
 D.COARL2.40.12,F12,M10,forty,40,DW,72.96,B,0.5,
 D.COARL2.40.13,F12,M10,forty,40,DW,69.93,A,0.5,
 D.COARL2.40.14,F12,M10,forty,40,DW,65.98,A,0.5,
 D.COARL2.40.15,F12,M10,forty,40,DW,72.15,A,0.5,
 D.COARL2.40.16,F12,M10,forty,40,DW,68.4,A,0.5,
 D.COARL2.40.17,F12,M10,forty,40,DW,70.52,A,0.5,
 D.COARL2.40.18,F12,M10,forty,40,DW,69.09,E,0.5,
 D.COARL2.40.19,F12,M10,forty,40,DW,74.78,F,0.5,
 D.COARL2.40.20,F12,M10,forty,40,DW,70.08,A,0.5,
 D.COARL2.40.21,F12,M10,forty,40,DW,63.16,E,0.5,
 D.COARL2.40.22,F12,M10,forty,40,DW,69.69,E,0.5,
 D.COARL2.40.23,F12,M10,forty,40,DW,68.8,B,0.5,
 D.COARL2.40.24,F12,M10,forty,40,DW,69.91,F,0.5,
 D.COARL2.40.25,F12,M10,forty,40,DW,71.32,A,0.5,
 D.COARL2.40.26,F12,M10,forty,40,DW,68.49,A,0.5,
 D.COARL2.40.27,F12,M10,forty,40,DW,70.77,A,0.5,
 D.COARL2.40.28,F12,M10,forty,40,DW,71.39,A,0.5,
 D.COARL2.40.29,F12,M10,forty,40,DW,67.05,B,0.5,
 D.COARL2.40.30,F12,M10,forty,40,DW,67.9,B,0.5,
 D.COARL2.41.01,F12,M11,forty one,41,DW,72.3,G,0.5,
 D.COARL2.41.02,F12,M11,forty one,41,DW,71.54,B,0.5,
 D.COARL2.41.03,F12,M11,forty one,41,DW,70.77,B,0.5,
 D.COARL2.41.04,F12,M11,forty one,41,DW,68.83,G,0.5,
 D.COARL2.41.05,F12,M11,forty one,41,DW,70.87,A,0.5,
 D.COARL2.41.06,F12,M11,forty one,41,DW,72.98,B,0.5,
 D.COARL2.41.07,F12,M11,forty one,41,DW,63.4,E,0.5,
 D.COARL2.41.08,F12,M11,forty one,41,DW,65.67,E,0.5,
 D.COARL2.41.09,F12,M11,forty one,41,DW,69.64,B,0.5,
 D.COARL2.41.10,F12,M11,forty one,41,DW,72.65,B,0.5,
 D.COARL2.41.11,F12,M11,forty one,41,DW,70.2,A,0.5,
 D.COARL2.41.12,F12,M11,forty one,41,DW,67.97,G,0.5,
 D.COARL2.41.13,F12,M11,forty one,41,DW,66.72,G,0.5,
 D.COARL2.41.14,F12,M11,forty one,41,DW,72.15,B,0.5,
 D.COARL2.41.15,F12,M11,forty one,41,DW,67.02,G,0.5,
 D.COARL2.41.16,F12,M11,forty one,41,DW,70.18,G,0.5,
 D.COARL2.41.17,F12,M11,forty one,41,DW,68.79,E,0.5,
 D.COARL2.41.18,F12,M11,forty one,41,DW,68.92,B,0.5,
 D.COARL2.41.19,F12,M11,forty one,41,DW,70.61,G,0.5,
 D.COARL2.41.20,F12,M11,forty one,41,DW,67.91,G,0.5,
 D.COARL2.41.21,F12,M11,forty one,41,DW,67.07,G,0.5,
 D.COARL2.41.22,F12,M11,forty one,41,DW,68.87,B,0.5,
 D.COARL2.41.23,F12,M11,forty one,41,DW,67.71,G,0.5,
 D.COARL2.41.24,F12,M11,forty one,41,DW,66.72,B,0.5,
 D.COARL2.41.25,F12,M11,forty one,41,DW,72.22,G,0.5,
 D.COARL2.41.26,F12,M11,forty one,41,DW,75.43,G,0.5,
 D.COARL2.41.27,F12,M11,forty one,41,DW,71.94,E,0.5,
 D.COARL2.41.28,F12,M11,forty one,41,DW,73.24,B,0.5,
 D.COARL2.41.29,F12,M11,forty one,41,DW,75.89,G,0.5,
 D.COARL2.41.30,F12,M11,forty one,41,DW,72.33,B,0.5,
 D.COARL2.42.01,F12,M12,forty two,42,DW,77.62,A,0.5,
 D.COARL2.42.02,F12,M12,forty two,42,DW,71.37,G,0.5,
 D.COARL2.42.03,F12,M12,forty two,42,DW,70.13,A,0.5,
 D.COARL2.42.04,F12,M12,forty two,42,DW,77.06,B,0.5,
 D.COARL2.42.05,F12,M12,forty two,42,DW,72.54,A,0.5,
 D.COARL2.42.06,F12,M12,forty two,42,DW,72.22,A,0.5,
 D.COARL2.42.07,F12,M12,forty two,42,DW,71.41,A,0.5,
 D.COARL2.42.08,F12,M12,forty two,42,DW,70,A,0.5,
 D.COARL2.42.09,F12,M12,forty two,42,DW,73.72,G,0.5,
 D.COARL2.42.10,F12,M12,forty two,42,DW,75.36,A,0.5,
 D.COARL2.42.11,F12,M12,forty two,42,DW,77,A,0.5,
 D.COARL2.42.12,F12,M12,forty two,42,DW,71.41,A,0.5,
 D.COARL2.42.13,F12,M12,forty two,42,DW,72.98,D,0.5,
 D.COARL2.42.14,F12,M12,forty two,42,DW,69.46,A,0.5,
 D.COARL2.42.15,F12,M12,forty two,42,DW,71.06,B,0.5,
 D.COARL2.42.16,F12,M12,forty two,42,DW,74.41,D,0.5,
 D.COARL2.42.17,F12,M12,forty two,42,DW,73.32,A,0.5,
 D.COARL2.42.18,F12,M12,forty two,42,DW,69.08,B,0.5,
 D.COARL2.42.19,F12,M12,forty two,42,DW,71.43,A,0.5,
 D.COARL2.42.20,F12,M12,forty two,42,DW,69.24,G,0.5,
 D.COARL2.42.21,F12,M12,forty two,42,DW,70.45,B,0.5,
 D.COARL2.42.22,F12,M12,forty two,42,DW,75.75,G,0.5,
 D.COARL2.42.23,F12,M12,forty two,42,DW,73.29,D,0.5,
 D.COARL2.42.24,F12,M12,forty two,42,DW,74.34,G,0.5,
 D.COARL2.42.25,F12,M12,forty two,42,DW,71.41,E,0.5,
 D.COARL2.42.26,F12,M12,forty two,42,DW,76.21,A,0.5,
 D.COARL2.42.27,F12,M12,forty two,42,DW,73.99,B,0.5,
 D.COARL2.42.28,F12,M12,forty two,42,DW,73.14,B,0.5,
 D.COARL2.42.29,F12,M12,forty two,42,DW,72.51,B,0.5,
 D.COARL2.42.30,F12,M12,forty two,42,DW,69.02,G,0.5,
 D.COARL2.43.01,F1,M10,forty three,43,DW,76.31,D,0.5,
 D.COARL2.43.02,F1,M10,forty three,43,DW,72.2,G,0.5,
 D.COARL2.43.03,F1,M10,forty three,43,DW,67.12,E,0.5,
 D.COARL2.43.04,F1,M10,forty three,43,DW,71.33,E,0.5,
 D.COARL2.43.05,F1,M10,forty three,43,DW,71.64,E,0.5,
 D.COARL2.43.06,F1,M10,forty three,43,DW,72.98,E,0.5,
 D.COARL2.43.07,F1,M10,forty three,43,DW,73.52,E,0.5,
 D.COARL2.43.08,F1,M10,forty three,43,DW,73.19,A,0.5,
 D.COARL2.43.09,F1,M10,forty three,43,DW,68.25,E,0.5,
 D.COARL2.43.10,F1,M10,forty three,43,DW,73.2,C,0.5,
 D.COARL2.43.11,F1,M10,forty three,43,DW,72.06,G,0.5,
 D.COARL2.43.12,F1,M10,forty three,43,DW,73.35,E,0.5,
 D.COARL2.43.13,F1,M10,forty three,43,DW,72.06,C,0.5,
 D.COARL2.43.14,F1,M10,forty three,43,DW,67.51,B,0.5,
 D.COARL2.43.15,F1,M10,forty three,43,DW,70.1,A,0.5,
 D.COARL2.43.16,F1,M10,forty three,43,DW,67.94,E,0.5,
 D.COARL2.43.17,F1,M10,forty three,43,DW,67.74,E,0.5,
 D.COARL2.43.18,F1,M10,forty three,43,DW,64.04,B,0.5,
 D.COARL2.43.19,F1,M10,forty three,43,DW,70.99,E,0.5,
 D.COARL2.43.20,F1,M10,forty three,43,DW,64.57,C,0.5,
 D.COARL2.43.21,F1,M10,forty three,43,DW,66.93,D,0.5,
 D.COARL2.43.22,F1,M10,forty three,43,DW,76.29,G,0.5,
 D.COARL2.43.23,F1,M10,forty three,43,DW,75.24,C,0.5,
 D.COARL2.43.24,F1,M10,forty three,43,DW,69.57,G,0.5,
 D.COARL2.43.25,F1,M10,forty three,43,DW,77.1,G,0.5,
 D.COARL2.43.26,F1,M10,forty three,43,DW,69.38,C,0.5,
 D.COARL2.43.27,F1,M10,forty three,43,DW,73.41,G,0.5,
 D.COARL2.43.28,F1,M10,forty three,43,DW,72.94,E,0.5,
 D.COARL2.43.29,F1,M10,forty three,43,DW,74.93,E,0.5,
 D.COARL2.43.30,F1,M10,forty three,43,DW,74.62,E,0.5,
 D.COARL2.44.01,F1,M11,forty four,44,DW,71.39,G,0.5,
 D.COARL2.44.02,F1,M11,forty four,44,DW,70.73,C,0.5,
 D.COARL2.44.03,F1,M11,forty four,44,DW,74.75,D,0.5,
 D.COARL2.44.04,F1,M11,forty four,44,DW,72.69,G,0.5,
 D.COARL2.44.05,F1,M11,forty four,44,DW,72.63,G,0.5,
 D.COARL2.44.06,F1,M11,forty four,44,DW,73.23,C,0.5,
 D.COARL2.44.07,F1,M11,forty four,44,DW,75.59,G,0.5,
 D.COARL2.44.08,F1,M11,forty four,44,DW,76.29,G,0.5,
 D.COARL2.44.09,F1,M11,forty four,44,DW,68.85,D,0.5,
 D.COARL2.44.10,F1,M11,forty four,44,DW,78.07,D,0.5,
 D.COARL2.44.11,F1,M11,forty four,44,DW,72.23,G,0.5,
 D.COARL2.44.12,F1,M11,forty four,44,DW,80.12,D,0.5,
 D.COARL2.44.13,F1,M11,forty four,44,DW,73.78,D,0.5,
 D.COARL2.44.14,F1,M11,forty four,44,DW,74.83,D,0.5,
 D.COARL2.44.15,F1,M11,forty four,44,DW,77.47,C,0.5,
 D.COARL2.44.16,F1,M11,forty four,44,DW,72.13,C,0.5,
 D.COARL2.44.17,F1,M11,forty four,44,DW,72.01,G,0.5,
 D.COARL2.44.18,F1,M11,forty four,44,DW,73.41,C,0.5,
 D.COARL2.44.19,F1,M11,forty four,44,DW,74.16,C,0.5,
 D.COARL2.44.20,F1,M11,forty four,44,DW,72.65,G,0.5,
 D.COARL2.44.21,F1,M11,forty four,44,DW,72.05,G,0.5,
 D.COARL2.44.22,F1,M11,forty four,44,DW,69.53,G,0.5,
 D.COARL2.44.23,F1,M11,forty four,44,DW,69.09,C,0.5,
 D.COARL2.44.24,F1,M11,forty four,44,DW,76.76,D,0.5,
 D.COARL2.44.25,F1,M11,forty four,44,DW,73.65,G,0.5,
 D.COARL2.44.26,F1,M11,forty four,44,DW,72.8,G,0.5,
 D.COARL2.44.27,F1,M11,forty four,44,DW,74.62,G,0.5,
 D.COARL2.44.28,F1,M11,forty four,44,DW,74.89,D,0.5,
 D.COARL2.44.29,F1,M11,forty four,44,DW,73.08,G,0.5,
 D.COARL2.44.30,F1,M11,forty four,44,DW,72.06,,0.5,
 D.COARL2.45.01,F1,M12,forty five,45,DW,74.03,G,0.5,
 D.COARL2.45.02,F1,M12,forty five,45,DW,75.68,G,0.5,
 D.COARL2.45.03,F1,M12,forty five,45,DW,76.32,D,0.5,
 D.COARL2.45.04,F1,M12,forty five,45,DW,73.18,G,0.5,
 D.COARL2.45.05,F1,M12,forty five,45,DW,76.52,G,0.5,
 D.COARL2.45.06,F1,M12,forty five,45,DW,76.42,G,0.5,
 D.COARL2.45.07,F1,M12,forty five,45,DW,75.3,G,0.5,
 D.COARL2.45.08,F1,M12,forty five,45,DW,74.55,G,0.5,
 D.COARL2.45.09,F1,M12,forty five,45,DW,76.9,B,0.5,
 D.COARL2.45.10,F1,M12,forty five,45,DW,74.93,G,0.5,
 D.COARL2.45.11,F1,M12,forty five,45,DW,79.72,G,0.5,
 D.COARL2.45.12,F1,M12,forty five,45,DW,72.43,G,0.5,
 D.COARL2.45.13,F1,M12,forty five,45,DW,77.7,G,0.5,
 D.COARL2.45.14,F1,M12,forty five,45,DW,75.09,G,0.5,
 D.COARL2.45.15,F1,M12,forty five,45,DW,74.3,G,0.5,
 D.COARL2.45.16,F1,M12,forty five,45,DW,78.96,G,0.5,
 D.COARL2.45.17,F1,M12,forty five,45,DW,75.94,G,0.5,
 D.COARL2.45.18,F1,M12,forty five,45,DW,74.34,G,0.5,
 D.COARL2.45.19,F1,M12,forty five,45,DW,77.7,G,0.5,
 D.COARL2.45.20,F1,M12,forty five,45,DW,75.41,G,0.5,
 D.COARL2.45.21,F1,M12,forty five,45,DW,76.98,G,0.5,
 D.COARL2.45.22,F1,M12,forty five,45,DW,74.55,G,0.5,
 D.COARL2.45.23,F1,M12,forty five,45,DW,76.26,G,0.5,
 D.COARL2.45.24,F1,M12,forty five,45,DW,74.35,G,0.5,
 D.COARL2.45.25,F1,M12,forty five,45,DW,79.11,D,0.5,
 D.COARL2.45.26,F1,M12,forty five,45,DW,74.42,G,0.5,
 D.COARL2.45.27,F1,M12,forty five,45,DW,78.2,G,0.5,
 D.COARL2.45.28,F1,M12,forty five,45,DW,73.33,G,0.5,
 D.COARL2.45.29,F1,M12,forty five,45,DW,72.92,D,0.5,
 D.COARL2.45.30,F1,M12,forty five,45,DW,78.7,G,0.5,
 D.COARL2.46.01,F2,M11,forty six,46,DW,74.99,E,0.5,
 D.COARL2.46.02,F2,M11,forty six,46,DW,75.58,G,0.5,
 D.COARL2.46.03,F2,M11,forty six,46,DW,73.99,G,0.5,
 D.COARL2.46.04,F2,M11,forty six,46,DW,75.52,G,0.5,
 D.COARL2.46.05,F2,M11,forty six,46,DW,73.73,C,0.5,
 D.COARL2.46.06,F2,M11,forty six,46,DW,75.34,B,0.5,
 D.COARL2.46.07,F2,M11,forty six,46,DW,74.79,C,0.5,
 D.COARL2.46.08,F2,M11,forty six,46,DW,72.24,G,0.5,
 D.COARL2.46.09,F2,M11,forty six,46,DW,71.5,E,0.5,
 D.COARL2.46.10,F2,M11,forty six,46,DW,71.44,E,0.5,
 D.COARL2.46.11,F2,M11,forty six,46,DW,68.4,G,0.5,
 D.COARL2.46.12,F2,M11,forty six,46,DW,78.57,G,0.5,
 D.COARL2.46.13,F2,M11,forty six,46,DW,77.47,G,0.5,
 D.COARL2.46.14,F2,M11,forty six,46,DW,74.99,B,0.5,
 D.COARL2.46.15,F2,M11,forty six,46,DW,74.71,E,0.5,
 D.COARL2.46.16,F2,M11,forty six,46,DW,73.79,E,0.5,
 D.COARL2.46.17,F2,M11,forty six,46,DW,78.26,E,0.5,
 D.COARL2.46.18,F2,M11,forty six,46,DW,72.41,E,0.5,
 D.COARL2.46.19,F2,M11,forty six,46,DW,69.98,A,0.5,
 D.COARL2.46.20,F2,M11,forty six,46,DW,76.08,G,0.5,
 D.COARL2.46.21,F2,M11,forty six,46,DW,75.65,G,0.5,
 D.COARL2.46.22,F2,M11,forty six,46,DW,77.23,D,0.5,
 D.COARL2.46.23,F2,M11,forty six,46,DW,78,C,0.5,
 D.COARL2.46.24,F2,M11,forty six,46,DW,73.24,C,0.5,
 D.COARL2.46.25,F2,M11,forty six,46,DW,76.17,E,0.5,
 D.COARL2.46.26,F2,M11,forty six,46,DW,71.01,C,0.5,
 D.COARL2.46.27,F2,M11,forty six,46,DW,75.41,G,0.5,
 D.COARL2.46.28,F2,M11,forty six,46,DW,75.02,E,0.5,
 D.COARL2.46.29,F2,M11,forty six,46,DW,78.49,B,0.5,
 D.COARL2.46.30,F2,M11,forty six,46,DW,72.93,E,0.5,
 D.COARL2.47.01,F2,M12,forty seven,47,DW,76.57,G,0.5,
 D.COARL2.47.02,F2,M12,forty seven,47,DW,73.14,C,0.5,
 D.COARL2.47.03,F2,M12,forty seven,47,DW,78.2,C,0.5,
 D.COARL2.47.04,F2,M12,forty seven,47,DW,76.57,B,0.5,
 D.COARL2.47.05,F2,M12,forty seven,47,DW,67.74,G,0.5,
 D.COARL2.47.06,F2,M12,forty seven,47,DW,75.74,C,0.5,
 D.COARL2.47.07,F2,M12,forty seven,47,DW,71.04,G,0.5,
 D.COARL2.47.08,F2,M12,forty seven,47,DW,73.3,E,0.5,
 D.COARL2.47.09,F2,M12,forty seven,47,DW,73.44,G,0.5,
 D.COARL2.47.10,F2,M12,forty seven,47,DW,69.66,G,0.5,
 D.COARL2.47.11,F2,M12,forty seven,47,DW,72.53,G,0.5,
 D.COARL2.47.12,F2,M12,forty seven,47,DW,72.29,G,0.5,
 D.COARL2.47.13,F2,M12,forty seven,47,DW,67.91,E,0.5,
 D.COARL2.47.14,F2,M12,forty seven,47,DW,69.82,E,0.5,
 D.COARL2.47.15,F2,M12,forty seven,47,DW,76.11,G,0.5,
 D.COARL2.47.16,F2,M12,forty seven,47,DW,73.93,G,0.5,
 D.COARL2.47.17,F2,M12,forty seven,47,DW,76.56,A,0.5,
 D.COARL2.47.18,F2,M12,forty seven,47,DW,74.34,A,0.5,
 D.COARL2.47.19,F2,M12,forty seven,47,DW,71.37,B,0.5,
 D.COARL2.47.20,F2,M12,forty seven,47,DW,73.44,G,0.5,
 D.COARL2.47.21,F2,M12,forty seven,47,DW,71.94,B,0.5,
 D.COARL2.47.22,F2,M12,forty seven,47,DW,69.86,G,0.5,
 D.COARL2.47.23,F2,M12,forty seven,47,DW,75.13,G,0.5,
 D.COARL2.47.24,F2,M12,forty seven,47,DW,72.29,G,0.5,
 D.COARL2.47.25,F2,M12,forty seven,47,DW,72.44,D,0.5,
 D.COARL2.47.26,F2,M12,forty seven,47,DW,69,D,0.5,
 D.COARL2.47.27,F2,M12,forty seven,47,DW,72.58,G,0.5,
 D.COARL2.47.28,F2,M12,forty seven,47,DW,68.4,G,0.5,
 D.COARL2.47.29,F2,M12,forty seven,47,DW,67.06,G,0.5,
 D.COARL2.47.30,F2,M12,forty seven,47,DW,72.99,A,0.5,
 D.COARL2.48.01,F3,M12,forty eight,48,DW,71.83,D,0.5,
 D.COARL2.48.02,F3,M12,forty eight,48,DW,73.27,G,0.5,
 D.COARL2.48.03,F3,M12,forty eight,48,DW,71.04,G,0.5,
 D.COARL2.48.04,F3,M12,forty eight,48,DW,67.07,B,0.5,
 D.COARL2.48.05,F3,M12,forty eight,48,DW,73.39,B,0.5,
 D.COARL2.48.06,F3,M12,forty eight,48,DW,68.98,G,0.5,
 D.COARL2.48.07,F3,M12,forty eight,48,DW,71.89,B,0.5,
 D.COARL2.48.08,F3,M12,forty eight,48,DW,70.34,D,0.5,
 D.COARL2.48.09,F3,M12,forty eight,48,DW,69.04,G,0.5,
 D.COARL2.48.10,F3,M12,forty eight,48,DW,71.42,B,0.5,
 D.COARL2.48.11,F3,M12,forty eight,48,DW,73.26,B,0.5,
 D.COARL2.48.12,F3,M12,forty eight,48,DW,73.65,B,0.5,
 D.COARL2.48.13,F3,M12,forty eight,48,DW,67.98,B,0.5,
 D.COARL2.48.14,F3,M12,forty eight,48,DW,70.22,E,0.5,
 D.COARL2.48.15,F3,M12,forty eight,48,DW,70.42,B,0.5,
 D.COARL2.48.16,F3,M12,forty eight,48,DW,71.28,G,0.5,
 D.COARL2.48.17,F3,M12,forty eight,48,DW,67.13,E,0.5,
 D.COARL2.48.18,F3,M12,forty eight,48,DW,67.86,D,0.5,
 D.COARL2.48.19,F3,M12,forty eight,48,DW,,B,0.5,
 D.COARL2.48.20,F3,M12,forty eight,48,DW,,G,0.5,
 D.COARL2.48.21,F3,M12,forty eight,48,DW,,E,0.5,
 D.COARL2.48.22,F3,M12,forty eight,48,DW,,E,0.5,
 D.COARL2.48.23,F3,M12,forty eight,48,DW,,E,0.5,
 D.COARL2.48.24,F3,M12,forty eight,48,DW,,B,0.5,
 D.COARL2.48.25,F3,M12,forty eight,48,DW,,E,0.5,
 D.COARL2.48.26,F3,M12,forty eight,48,DW,,C,0.5,
 D.COARL2.48.27,F3,M12,forty eight,48,DW,,E,0.5,
 D.COARL2.48.28,F3,M12,forty eight,48,DW,,B,0.5,
 D.COARL2.48.29,F3,M12,forty eight,48,DW,,G,0.5,
 D.COARL2.48.30,F3,M12,forty eight,48,DW,,A,0.5,
 D.COARL2.49.01,F1,M13,forty nine,49,DW,78.57,G,0.5,
 D.COARL2.49.02,F1,M13,forty nine,49,DW,73.77,C,0.5,
 D.COARL2.49.03,F1,M13,forty nine,49,DW,71.15,E,0.5,
 D.COARL2.49.04,F1,M13,forty nine,49,DW,76.08,G,0.5,
 D.COARL2.49.05,F1,M13,forty nine,49,DW,67.47,B,0.5,
 D.COARL2.49.06,F1,M13,forty nine,49,DW,73.54,G,0.5,
 D.COARL2.49.07,F1,M13,forty nine,49,DW,72.27,A,0.5,
 D.COARL2.49.08,F1,M13,forty nine,49,DW,73.85,B,0.5,
 D.COARL2.49.09,F1,M13,forty nine,49,DW,73.6,B,0.5,
 D.COARL2.49.10,F1,M13,forty nine,49,DW,72.32,B,0.5,
 D.COARL2.49.11,F1,M13,forty nine,49,DW,76.57,G,0.5,
 D.COARL2.49.12,F1,M13,forty nine,49,DW,77.06,G,0.5,
 D.COARL2.49.13,F1,M13,forty nine,49,DW,72.98,B,0.5,
 D.COARL2.49.14,F1,M13,forty nine,49,DW,76.01,G,0.5,
 D.COARL2.49.15,F1,M13,forty nine,49,DW,74.78,G,0.5,
 D.COARL2.49.16,F1,M13,forty nine,49,DW,74.42,B,0.5,
 D.COARL2.49.17,F1,M13,forty nine,49,DW,75.16,G,0.5,
 D.COARL2.49.18,F1,M13,forty nine,49,DW,73.32,B,0.5,
 D.COARL2.49.19,F1,M13,forty nine,49,DW,73.2,B,0.5,
 D.COARL2.49.20,F1,M13,forty nine,49,DW,73.39,G,0.5,
 D.COARL2.49.21,F1,M13,forty nine,49,DW,71.37,B,0.5,
 D.COARL2.49.22,F1,M13,forty nine,49,DW,75.44,B,0.5,
 D.COARL2.49.23,F1,M13,forty nine,49,DW,78.98,C,0.5,
 D.COARL2.49.24,F1,M13,forty nine,49,DW,72.45,G,0.5,
 D.COARL2.49.25,F1,M13,forty nine,49,DW,71.06,E,0.5,
 D.COARL2.49.26,F1,M13,forty nine,49,DW,65.54,B,0.5,
 D.COARL2.49.27,F1,M13,forty nine,49,DW,75.84,B,0.5,
 D.COARL2.49.28,F1,M13,forty nine,49,DW,76.01,C,0.5,
 D.COARL2.49.29,F1,M13,forty nine,49,DW,73.43,B,0.5,
 D.COARL2.49.30,F1,M13,forty nine,49,DW,72.72,B,0.5,
 D.COARL2.50.01,F2,M13,fifty,50,DW,75.45,D,0.5,
 D.COARL2.50.02,F2,M13,fifty,50,DW,67.62,E,0.5,
 D.COARL2.50.03,F2,M13,fifty,50,DW,72.69,D,0.5,
 D.COARL2.50.04,F2,M13,fifty,50,DW,73.74,G,0.5,
 D.COARL2.50.05,F2,M13,fifty,50,DW,72.08,A,0.5,
 D.COARL2.50.06,F2,M13,fifty,50,DW,77.86,E,0.5,
 D.COARL2.50.07,F2,M13,fifty,50,DW,72.08,B,0.5,
 D.COARL2.50.08,F2,M13,fifty,50,DW,71.66,E,0.5,
 D.COARL2.50.09,F2,M13,fifty,50,DW,75.7,C,0.5,
 D.COARL2.50.10,F2,M13,fifty,50,DW,73.28,D,0.5,
 D.COARL2.50.11,F2,M13,fifty,50,DW,74.79,B,0.5,
 D.COARL2.50.12,F2,M13,fifty,50,DW,77.57,C,0.5,
 D.COARL2.50.13,F2,M13,fifty,50,DW,75.9,C,0.5,
 D.COARL2.50.14,F2,M13,fifty,50,DW,72.95,A,0.5,
 D.COARL2.50.15,F2,M13,fifty,50,DW,78.3,B,0.5,
 D.COARL2.50.16,F2,M13,fifty,50,DW,71.95,C,0.5,
 D.COARL2.50.17,F2,M13,fifty,50,DW,69.17,C,0.5,
 D.COARL2.50.18,F2,M13,fifty,50,DW,69.15,C,0.5,
 D.COARL2.50.19,F2,M13,fifty,50,DW,66.72,D,0.5,
 D.COARL2.50.20,F2,M13,fifty,50,DW,71.32,D,0.5,
 D.COARL2.50.21,F2,M13,fifty,50,DW,74.43,E,0.5,
 D.COARL2.50.22,F2,M13,fifty,50,DW,74.42,C,0.5,
 D.COARL2.50.23,F2,M13,fifty,50,DW,77.65,E,0.5,
 D.COARL2.50.24,F2,M13,fifty,50,DW,75.44,G,0.5,
 D.COARL2.50.25,F2,M13,fifty,50,DW,68.97,E,0.5,
 D.COARL2.50.26,F2,M13,fifty,50,DW,77.47,E,0.5,
 D.COARL2.50.27,F2,M13,fifty,50,DW,73.1,D,0.5,
 D.COARL2.50.28,F2,M13,fifty,50,DW,73.74,D,0.5,
 D.COARL2.50.29,F2,M13,fifty,50,DW,73.23,D,0.5,
 D.COARL2.50.30,F2,M13,fifty,50,DW,73.99,E,0.5,
 D.COARL2.51.01,F2,M14,fifty one,51,DW,77.15,E,0.5,
 D.COARL2.51.02,F2,M14,fifty one,51,DW,,C,0.5,
 D.COARL2.51.03,F2,M14,fifty one,51,DW,74.98,E,0.5,
 D.COARL2.51.04,F2,M14,fifty one,51,DW,69.84,B,0.5,
 D.COARL2.51.05,F2,M14,fifty one,51,DW,72.86,C,0.5,
 D.COARL2.51.06,F2,M14,fifty one,51,DW,69.05,E,0.5,
 D.COARL2.51.07,F2,M14,fifty one,51,DW,72.24,G,0.5,
 D.COARL2.51.08,F2,M14,fifty one,51,DW,76.78,E,0.5,
 D.COARL2.51.09,F2,M14,fifty one,51,DW,73.13,E,0.5,
 D.COARL2.51.10,F2,M14,fifty one,51,DW,77.35,B,0.5,
 D.COARL2.51.11,F2,M14,fifty one,51,DW,72.93,E,0.5,
 D.COARL2.51.12,F2,M14,fifty one,51,DW,75.45,D,0.5,
 D.COARL2.51.13,F2,M14,fifty one,51,DW,76.49,E,0.5,
 D.COARL2.51.14,F2,M14,fifty one,51,DW,77.81,D,0.5,
 D.COARL2.51.15,F2,M14,fifty one,51,DW,75.91,E,0.5,
 D.COARL2.51.16,F2,M14,fifty one,51,DW,74.95,E,0.5,
 D.COARL2.51.17,F2,M14,fifty one,51,DW,73.4,E,0.5,
 D.COARL2.51.18,F2,M14,fifty one,51,DW,71.68,E,0.5,
 D.COARL2.51.19,F2,M14,fifty one,51,DW,76.58,D,0.5,
 D.COARL2.51.20,F2,M14,fifty one,51,DW,79.52,B,0.5,
